Eguna	Hilab	Urtea	Tokia	Tmax	Tmin	Tmean	Vmax	Euria
9	5	2016	Donostia	25.7	15.0	20.4	33.0	3.2
9	5	2016	Bilbo	24.1	13.3	18.7	24.0	3.5
9	5	2016	Gasteiz	20.5	10.5	15.5	0.0	0.0
9	5	2016	Iruña	20.5	10.5	15.5	34.0	5.6
9	5	2016	Alforja	18.1	9.9	14.0	22.0	27.0
9	5	2016	Reus	23.1	13.2	18.2	21.0	16.3
9	5	2016	Tarragona	20.2	13.3	16.8	14.0	7.2
9	5	2016	Vigo	15.5	10.3	12.9	30.0	0.0
10	6	2016	Donostia	21.3	18.0	19.6	23.0	2.5
10	6	2016	Bilbo	20.3	16.2	18.3	32.0	0.4
10	6	2016	Gasteiz	21.0	14.9	17.9	0.0	0.0
10	6	2016	Iruña	21.0	14.9	17.9	29.0	0.0
10	6	2016	Alforja	26.4	14.3	20.3	12.0	0.0
10	6	2016	Reus	29.2	19.4	24.3	18.0	0.0
10	6	2016	Tarragona	26.4	18.8	22.6	16.0	0.0
10	6	2016	Vigo	20.3	14.1	17.2	0.0	0.0
4	7	2016	Donostia	25.7	15.8	20.8	26.0	0.5
4	7	2016	Bilbo	23.7	16.1	19.9	22.0	0.0
4	7	2016	Gasteiz	28.0	11.6	19.8	29.0	0.4
4	7	2016	Iruña	35.0	12.5	23.8	35.0	3.8
4	7	2016	Alforja	29.6	16.0	22.8	13.0	0.0
4	7	2016	Reus	31.6	19.7	25.7	20.0	0.0
4	7	2016	Tarragona	27.4	19.5	23.4	14.0	0.0
4	7	2016	Vigo	30.8	16.9	23.8	23.0	0.0
19	12	2016	Donostia	11.0	2.6	6.8	11.0	0.0
19	12	2016	Bilbo	10.7	0.9	5.8	15.0	0.0
19	12	2016	Gasteiz	8.8	-0.9	4.0	15.0	0.0
19	12	2016	Iruña	9.8	-0.9	4.5	35.0	0.0
19	12	2016	Alforja	8.8	4.1	6.5	26.0	7.0
19	12	2016	Reus	11.7	8.0	9.8	28.0	10.0
19	12	2016	Tarragona	9.6	7.5	8.6	15.0	8.0
19	12	2016	Vigo	11.4	2.2	6.8	21.0	0.0
14	3	2016	Donostia	12.2	6.0	9.1	17.0	0.0
14	3	2016	Bilbo	10.7	2.8	6.7	13.0	0.0
14	3	2016	Gasteiz	9.1	-0.3	4.4	18.0	1.0
14	3	2016	Iruña	4.0	-0.2	1.9	0.0	0.0
14	3	2016	Alforja	8.4	4.2	6.3	9.0	6.2
14	3	2016	Reus	12.6	7.3	10.0	15.0	2.8
14	3	2016	Tarragona	12.6	8.2	10.4	13.0	8.8
14	3	2016	Vigo	27.5	16.9	22.2	0.0	0.0
7	8	2016	Donostia	27.5	16.9	22.2	14.0	0.0
7	8	2016	Bilbo	27.8	14.4	21.1	20.0	0.0
7	8	2016	Gasteiz	30.4	16.6	23.5	0.0	0.0
7	8	2016	Iruña	30.4	16.6	23.5	32.0	0.0
7	8	2016	Alforja	32.6	19.6	26.1	0.0	0.0
7	8	2016	Reus	32.6	19.6	26.1	21.0	0.0
7	8	2016	Tarragona	28.9	19.2	24.1	17.0	0.0
7	8	2016	Vigo	40.8	19.6	30.2	24.0	0.0
23	5	2016	Donostia	19.3	11.4	15.3	21.0	1.6
23	5	2016	Bilbo	18.9	8.1	13.5	18.0	0.2
23	5	2016	Gasteiz	17.8	6.1	11.9	0.0	0.0
23	5	2016	Iruña	17.8	6.1	11.9	21.0	0.0
23	5	2016	Alforja	21.0	8.6	14.8	28.0	0.0
23	5	2016	Reus	25.7	13.0	19.4	44.0	0.0
23	5	2016	Tarragona	23.7	12.1	17.9	15.0	0.0
23	5	2016	Vigo	21.8	8.6	15.2	23.0	0.0
2	10	2016	Donostia	22.2	15.2	18.7	14.0	0.0
2	10	2016	Bilbo	21.1	11.5	16.3	15.0	0.0
2	10	2016	Gasteiz	23.0	7.0	15.0	25.0	0.0
2	10	2016	Iruña	24.2	10.3	17.3	23.0	0.0
2	10	2016	Alforja	22.9	14.6	18.8	11.0	0.0
2	10	2016	Reus	27.2	19.7	23.5	19.0	1.4
2	10	2016	Tarragona	26.1	19.4	22.8	12.0	0.0
2	10	2016	Vigo	19.9	9.5	14.7	18.0	0.0
1	7	2016	Donostia	22.6	19.2	20.9	10.0	0.0
1	7	2016	Bilbo	24.3	13.8	19.0	20.0	0.5
1	7	2016	Gasteiz	22.8	13.1	17.9	27.0	0.0
1	7	2016	Iruña	28.4	15.3	21.8	33.0	0.0
1	7	2016	Alforja	28.3	16.0	22.1	13.0	0.0
1	7	2016	Reus	30.8	20.0	25.4	16.0	0.0
1	7	2016	Tarragona	27.0	20.6	23.8	14.0	0.0
1	7	2016	Vigo	22.5	15.0	18.8	25.0	0.0
1	12	2016	Donostia	19.4	6.5	12.9	32.0	0.0
1	12	2016	Bilbo	17.9	9.5	13.7	21.0	0.0
1	12	2016	Gasteiz	10.7	-1.6	4.5	19.0	0.0
1	12	2016	Iruña	13.1	1.3	7.2	5.0	0.0
1	12	2016	Alforja	14.5	3.6	9.0	13.0	0.0
1	12	2016	Reus	15.6	3.8	9.7	16.0	0.0
1	12	2016	Tarragona	16.2	8.0	12.1	8.0	0.0
1	12	2016	Vigo	18.2	10.1	14.2	13.0	0.0
29	11	2016	Donostia	14.5	6.3	10.4	16.0	0.0
29	11	2016	Bilbo	16.0	7.8	11.9	15.0	0.0
29	11	2016	Gasteiz	13.1	1.5	7.3	17.0	0.0
29	11	2016	Iruña	12.9	4.9	8.9	18.0	0.0
29	11	2016	Alforja	12.9	6.9	9.9	13.0	0.0
29	11	2016	Reus	16.3	8.0	12.1	20.0	0.9
29	11	2016	Tarragona	17.1	10.4	13.8	12.0	1.8
29	11	2016	Vigo	14.4	4.5	9.4	15.0	0.0
20	6	2016	Donostia	23.8	13.7	18.7	14.0	0.0
20	6	2016	Bilbo	25.6	10.4	18.0	15.0	0.0
20	6	2016	Gasteiz	27.1	6.5	16.8	23.0	0.0
20	6	2016	Iruña	27.2	10.3	18.8	26.0	0.0
20	6	2016	Alforja	26.1	12.9	19.5	21.0	0.0
20	6	2016	Reus	27.3	13.4	20.3	0.0	0.0
20	6	2016	Tarragona	24.1	15.2	19.7	13.0	0.0
20	6	2016	Vigo	26.5	14.9	20.7	26.0	0.0
1	5	2016	Donostia	15.1	10.0	12.6	24.0	0.0
1	5	2016	Bilbo	14.3	3.5	8.9	21.0	0.0
1	5	2016	Gasteiz	12.8	3.5	8.2	0.0	0.0
1	5	2016	Iruña	12.8	3.5	8.2	41.0	0.1
1	5	2016	Alforja	17.1	4.5	10.8	34.0	0.0
1	5	2016	Reus	21.3	8.1	14.7	39.0	0.0
1	5	2016	Tarragona	21.8	7.5	14.6	23.0	0.0
1	5	2016	Vigo	22.1	4.2	13.2	25.0	0.0
5	2	2016	Donostia	19.8	2.3	11.0	19.0	0.0
5	2	2016	Bilbo	17.3	2.2	9.7	23.0	0.0
5	2	2016	Gasteiz	11.9	-1.9	5.0	27.0	0.0
5	2	2016	Iruña	15.3	-2.6	6.4	19.0	0.0
5	2	2016	Alforja	16.7	3.2	10.0	17.0	0.0
5	2	2016	Reus	17.6	0.7	9.2	17.0	0.0
5	2	2016	Tarragona	15.9	5.4	10.6	10.0	0.0
5	2	2016	Vigo	16.3	4.4	10.3	17.0	0.0
26	1	2016	Donostia	19.3	9.7	14.5	21.0	0.0
26	1	2016	Bilbo	19.8	9.4	14.6	27.0	0.0
26	1	2016	Gasteiz	11.1	5.9	8.5	28.0	0.0
26	1	2016	Iruña	9.4	7.5	8.4	14.0	0.0
26	1	2016	Alforja	14.6	8.2	11.4	10.0	0.0
26	1	2016	Reus	17.8	7.3	12.5	15.0	0.0
26	1	2016	Tarragona	16.5	10.7	13.6	8.0	0.0
26	1	2016	Vigo	12.8	5.7	9.3	17.0	0.0
8	9	2016	Donostia	23.2	20.2	21.7	21.0	15.9
8	9	2016	Bilbo	21.6	18.3	19.9	23.0	2.1
8	9	2016	Gasteiz	21.7	17.0	19.4	22.0	0.2
8	9	2016	Iruña	24.7	17.8	21.3	33.0	0.0
8	9	2016	Alforja	25.2	18.4	21.8	8.0	0.0
8	9	2016	Reus	28.3	22.7	25.5	0.0	0.0
8	9	2016	Tarragona	26.7	22.5	24.6	10.0	0.0
8	9	2016	Vigo	23.7	13.1	18.4	30.0	0.0
15	10	2016	Donostia	25.0	8.8	16.9	27.0	0.0
15	10	2016	Bilbo	25.0	8.7	16.8	23.0	0.0
15	10	2016	Gasteiz	22.2	3.0	12.6	26.0	0.0
15	10	2016	Iruña	20.9	2.8	11.8	26.0	0.0
15	10	2016	Alforja	21.2	8.9	15.1	10.0	0.0
15	10	2016	Reus	25.1	11.6	18.4	17.0	0.0
15	10	2016	Tarragona	23.6	12.4	18.0	11.0	0.0
15	10	2016	Vigo	15.9	12.2	14.0	26.0	16.2
16	1	2016	Donostia	9.9	3.7	6.8	22.0	4.9
16	1	2016	Bilbo	11.0	3.0	7.0	41.0	4.1
16	1	2016	Gasteiz	8.3	-1.2	3.6	20.0	7.6
16	1	2016	Iruña	4.9	-0.3	2.3	25.0	10.5
16	1	2016	Alforja	12.7	3.2	7.9	0.0	0.0
16	1	2016	Reus	12.7	3.2	7.9	49.0	0.0
16	1	2016	Tarragona	13.0	1.3	7.1	0.0	0.0
16	1	2016	Vigo	13.0	1.3	7.1	17.0	0.0
24	9	2016	Donostia	30.1	13.9	22.0	21.0	0.0
24	9	2016	Bilbo	29.8	13.3	21.5	21.0	0.0
24	9	2016	Gasteiz	28.3	7.4	17.8	16.0	0.0
24	9	2016	Iruña	27.9	10.4	19.1	18.0	0.0
24	9	2016	Alforja	24.9	13.4	19.1	12.0	10.2
24	9	2016	Reus	27.0	16.9	21.9	21.0	0.0
24	9	2016	Tarragona	25.3	17.8	21.5	15.0	0.0
24	9	2016	Vigo	22.2	13.0	17.6	31.0	16.5
28	3	2016	Donostia	21.0	12.6	16.8	40.0	0.9
28	3	2016	Bilbo	19.3	11.1	15.2	40.0	0.3
28	3	2016	Gasteiz	16.3	8.4	12.3	50.0	4.2
28	3	2016	Iruña	17.1	7.6	12.4	21.0	0.5
28	3	2016	Alforja	17.9	5.5	11.7	26.0	0.0
28	3	2016	Reus	21.8	6.6	14.2	36.0	0.0
28	3	2016	Tarragona	22.2	7.8	15.0	12.0	0.0
28	3	2016	Vigo	13.7	10.1	11.9	36.0	45.3
9	12	2016	Donostia	20.4	4.5	12.4	22.0	0.0
9	12	2016	Bilbo	18.5	7.6	13.0	34.0	0.0
9	12	2016	Gasteiz	10.6	-1.0	4.8	0.0	0.0
9	12	2016	Iruña	10.6	-1.0	4.8	14.0	0.0
9	12	2016	Alforja	17.9	7.3	12.6	17.0	0.0
9	12	2016	Reus	18.8	4.3	11.5	4.0	0.0
9	12	2016	Tarragona	18.7	8.4	13.6	8.0	0.0
9	12	2016	Vigo	18.0	6.2	12.1	17.0	0.0
6	6	2016	Donostia	23.3	16.8	20.0	13.0	0.0
6	6	2016	Bilbo	21.8	14.7	18.2	23.0	0.0
6	6	2016	Gasteiz	27.6	13.6	20.6	0.0	0.0
6	6	2016	Iruña	27.6	13.6	20.6	38.0	0.0
6	6	2016	Alforja	25.2	12.4	18.8	13.0	0.0
6	6	2016	Reus	27.8	17.0	22.4	21.0	0.4
6	6	2016	Tarragona	23.5	16.8	20.1	13.0	0.4
6	6	2016	Vigo	20.5	14.5	17.5	23.0	1.0
24	5	2016	Donostia	25.0	11.0	18.0	22.0	0.2
24	5	2016	Bilbo	28.1	10.2	19.2	33.0	1.6
24	5	2016	Gasteiz	25.0	6.5	15.8	0.0	0.0
24	5	2016	Iruña	25.0	6.5	15.8	15.0	0.6
24	5	2016	Alforja	20.1	8.5	14.3	13.0	0.0
24	5	2016	Reus	22.7	13.5	18.1	19.0	0.0
24	5	2016	Tarragona	20.7	13.7	17.2	12.0	0.0
24	5	2016	Vigo	16.4	11.6	14.0	23.0	6.0
22	8	2016	Donostia	31.9	14.6	23.3	22.0	0.0
22	8	2016	Bilbo	33.7	12.8	23.3	16.0	0.0
22	8	2016	Gasteiz	36.6	6.3	21.4	18.0	0.0
22	8	2016	Iruña	35.0	10.4	22.7	22.0	0.0
22	8	2016	Alforja	30.5	17.4	23.9	15.0	0.0
22	8	2016	Reus	32.4	18.9	25.7	19.0	0.0
22	8	2016	Tarragona	28.7	19.7	24.2	13.0	0.0
22	8	2016	Vigo	36.7	18.2	27.5	25.0	0.0
14	8	2016	Donostia	29.5	18.5	24.0	17.0	0.0
14	8	2016	Bilbo	33.3	16.7	25.0	23.0	0.0
14	8	2016	Gasteiz	36.0	11.9	23.9	14.0	0.0
14	8	2016	Iruña	36.3	14.9	25.6	14.0	0.0
14	8	2016	Alforja	28.8	14.8	21.8	12.0	0.0
14	8	2016	Reus	30.6	19.2	24.9	18.0	0.0
14	8	2016	Tarragona	27.3	18.6	22.9	14.0	0.0
14	8	2016	Vigo	28.2	12.0	20.1	19.0	0.0
25	4	2016	Donostia	16.1	2.6	9.4	0.0	0.0
25	4	2016	Bilbo	16.1	2.6	9.4	18.0	0.0
25	4	2016	Gasteiz	15.4	-0.3	7.5	19.0	0.0
25	4	2016	Iruña	13.2	4.8	9.0	31.0	0.0
25	4	2016	Alforja	18.8	5.1	11.9	31.0	0.0
25	4	2016	Reus	19.8	9.1	14.4	36.0	0.0
25	4	2016	Tarragona	18.7	8.2	13.5	14.0	0.0
25	4	2016	Vigo	21.8	8.0	14.9	24.0	0.0
18	6	2016	Donostia	19.3	12.7	16.0	22.0	20.6
18	6	2016	Bilbo	19.0	11.9	15.4	26.0	11.4
18	6	2016	Gasteiz	17.5	9.0	13.3	28.0	0.0
18	6	2016	Iruña	16.9	8.8	12.8	31.0	0.0
18	6	2016	Alforja	22.5	11.6	17.1	30.0	0.6
18	6	2016	Reus	27.7	15.0	21.4	40.0	1.1
18	6	2016	Tarragona	28.2	15.9	22.1	20.0	1.6
18	6	2016	Vigo	21.0	10.6	15.8	23.0	0.0
27	11	2016	Donostia	13.6	6.1	9.9	18.0	0.0
27	11	2016	Bilbo	19.6	7.3	13.5	16.0	0.0
27	11	2016	Gasteiz	14.8	0.6	7.7	23.0	0.0
27	11	2016	Iruña	14.8	4.6	9.7	26.0	0.0
27	11	2016	Alforja	13.1	7.3	10.2	22.0	44.6
27	11	2016	Reus	14.7	10.4	12.5	30.0	49.0
27	11	2016	Tarragona	15.2	10.8	13.0	11.0	47.8
27	11	2016	Vigo	12.9	6.3	9.6	16.0	0.0
3	2	2016	Donostia	13.8	6.6	10.2	29.0	8.8
3	2	2016	Bilbo	12.4	5.2	8.8	30.0	8.4
3	2	2016	Gasteiz	9.7	3.3	6.5	29.0	3.4
3	2	2016	Iruña	9.5	4.0	6.8	38.0	2.1
3	2	2016	Alforja	15.6	5.7	10.7	39.0	0.0
3	2	2016	Reus	19.5	6.6	13.0	35.0	0.0
3	2	2016	Tarragona	20.7	8.2	14.5	13.0	0.0
3	2	2016	Vigo	14.2	5.6	9.9	24.0	0.0
4	6	2016	Donostia	21.8	18.0	19.9	19.0	0.0
4	6	2016	Bilbo	18.8	15.8	17.3	15.0	1.8
4	6	2016	Gasteiz	24.3	14.6	19.4	0.0	0.0
4	6	2016	Iruña	24.3	14.6	19.4	33.0	4.9
4	6	2016	Alforja	23.8	10.9	17.3	14.0	3.0
4	6	2016	Reus	27.0	13.7	20.3	19.0	1.0
4	6	2016	Tarragona	24.1	15.4	19.8	11.0	0.2
4	6	2016	Vigo	20.6	14.1	17.4	22.0	0.0
3	8	2016	Donostia	27.1	16.8	21.9	14.0	0.0
3	8	2016	Bilbo	25.8	14.5	20.1	20.0	0.0
3	8	2016	Gasteiz	30.9	9.3	20.1	30.0	0.0
3	8	2016	Iruña	35.2	13.5	24.4	34.0	0.0
3	8	2016	Alforja	31.8	22.7	27.3	0.0	0.0
3	8	2016	Reus	31.8	22.7	27.3	17.0	0.0
3	8	2016	Tarragona	29.0	22.9	25.9	12.0	0.0
3	8	2016	Vigo	26.4	14.2	20.3	26.0	0.0
15	3	2016	Donostia	14.2	2.7	8.4	24.0	0.0
15	3	2016	Bilbo	17.7	2.3	10.0	18.0	0.0
15	3	2016	Gasteiz	14.7	-3.0	5.8	22.0	0.0
15	3	2016	Iruña	11.6	0.2	5.9	9.0	0.0
15	3	2016	Alforja	8.4	5.4	6.9	27.0	20.6
15	3	2016	Reus	14.5	5.4	10.0	18.0	14.0
15	3	2016	Tarragona	13.0	6.8	9.9	10.0	8.6
15	3	2016	Vigo	16.3	6.6	11.4	22.0	0.0
2	3	2016	Donostia	13.3	9.7	11.5	35.0	15.0
2	3	2016	Bilbo	13.3	1.7	7.5	42.0	7.7
2	3	2016	Gasteiz	11.1	4.1	7.6	0.0	0.0
2	3	2016	Iruña	11.1	4.1	7.6	33.0	0.9
2	3	2016	Alforja	18.4	8.1	13.3	44.0	0.0
2	3	2016	Reus	22.5	6.7	14.6	67.0	0.0
2	3	2016	Tarragona	21.7	8.3	15.0	27.0	0.0
2	3	2016	Vigo	14.0	8.4	11.2	20.0	6.1
15	8	2016	Donostia	32.5	19.4	25.9	24.0	2.9
15	8	2016	Bilbo	36.2	19.4	27.8	31.0	1.4
15	8	2016	Gasteiz	35.8	15.3	25.5	36.0	6.2
15	8	2016	Iruña	36.0	18.0	27.0	47.0	1.5
15	8	2016	Alforja	28.8	13.7	21.2	14.0	0.0
15	8	2016	Reus	31.6	18.0	24.8	17.0	0.1
15	8	2016	Tarragona	27.8	18.7	23.3	13.0	0.0
15	8	2016	Vigo	23.6	13.1	18.4	23.0	0.0
24	12	2016	Donostia	15.5	11.1	13.3	14.0	0.1
24	12	2016	Bilbo	16.4	7.4	11.9	9.0	0.0
24	12	2016	Gasteiz	11.5	4.8	8.2	11.0	0.2
24	12	2016	Iruña	13.1	6.9	10.0	19.0	0.0
24	12	2016	Alforja	11.2	7.2	9.2	27.0	0.0
24	12	2016	Reus	15.6	3.3	9.5	20.0	0.0
24	12	2016	Tarragona	16.7	6.9	11.8	9.0	0.0
24	12	2016	Vigo	16.6	8.6	12.6	9.0	0.0
24	2	2016	Donostia	15.7	7.0	11.3	13.0	0.0
24	2	2016	Bilbo	16.3	5.0	10.6	29.0	0.6
24	2	2016	Gasteiz	12.9	-0.2	6.3	35.0	0.0
24	2	2016	Iruña	14.8	1.1	8.0	25.0	2.3
24	2	2016	Alforja	16.9	7.2	12.0	29.0	0.0
24	2	2016	Reus	19.1	7.1	13.1	22.0	0.0
24	2	2016	Tarragona	17.1	8.3	12.7	11.0	0.0
24	2	2016	Vigo	13.6	7.5	10.6	28.0	10.7
27	8	2016	Donostia	32.7	20.4	26.6	20.0	0.0
27	8	2016	Bilbo	37.0	18.6	27.8	41.0	0.0
27	8	2016	Gasteiz	37.1	11.8	24.4	30.0	0.0
27	8	2016	Iruña	36.7	17.4	27.1	30.0	0.0
27	8	2016	Alforja	28.5	16.2	22.4	13.0	0.0
27	8	2016	Reus	31.6	20.9	26.3	18.0	0.0
27	8	2016	Tarragona	28.2	19.4	23.8	14.0	0.0
27	8	2016	Vigo	24.3	15.5	19.9	27.0	0.0
31	5	2016	Donostia	19.1	15.0	17.1	22.0	0.0
31	5	2016	Bilbo	19.5	14.1	16.8	34.0	1.6
31	5	2016	Gasteiz	19.1	11.0	15.1	0.0	0.0
31	5	2016	Iruña	19.1	11.0	15.1	30.0	0.5
31	5	2016	Alforja	23.7	12.3	18.0	32.0	0.0
31	5	2016	Reus	29.4	13.9	21.6	36.0	0.0
31	5	2016	Tarragona	26.2	13.6	19.9	14.0	0.0
31	5	2016	Vigo	24.3	9.8	17.0	23.0	0.0
8	6	2016	Donostia	25.5	16.2	20.9	15.0	0.0
8	6	2016	Bilbo	30.0	14.3	22.2	16.0	0.0
8	6	2016	Gasteiz	31.2	13.3	22.3	0.0	0.0
8	6	2016	Iruña	31.2	13.3	22.3	22.0	0.0
8	6	2016	Alforja	27.7	12.9	20.3	12.0	0.0
8	6	2016	Reus	29.2	17.4	23.3	19.0	0.0
8	6	2016	Tarragona	25.3	18.2	21.8	14.0	0.0
8	6	2016	Vigo	25.7	13.5	19.6	21.0	0.0
17	1	2016	Donostia	12.6	5.0	8.8	20.0	0.1
17	1	2016	Bilbo	11.0	0.6	5.8	16.0	0.0
17	1	2016	Gasteiz	7.6	-3.4	2.1	24.0	0.9
17	1	2016	Iruña	7.4	0.3	3.9	0.0	0.0
17	1	2016	Alforja	14.8	-2.0	6.4	0.0	0.0
17	1	2016	Reus	14.8	-2.0	6.4	35.0	0.0
17	1	2016	Tarragona	7.6	3.7	5.6	0.0	0.0
17	1	2016	Vigo	7.6	3.7	5.6	26.0	3.7
17	11	2016	Donostia	15.5	6.3	10.9	13.0	0.0
17	11	2016	Bilbo	17.2	1.2	9.2	0.0	0.0
17	11	2016	Gasteiz	17.2	1.2	9.2	6.0	0.0
17	11	2016	Iruña	18.7	2.4	10.6	12.0	0.0
17	11	2016	Alforja	19.1	5.7	12.4	18.0	0.0
17	11	2016	Reus	18.8	4.1	11.4	14.0	0.0
17	11	2016	Tarragona	18.7	9.1	13.9	9.0	0.0
17	11	2016	Vigo	13.7	8.4	11.0	19.0	0.3
17	9	2016	Donostia	20.3	15.3	17.8	24.0	28.6
17	9	2016	Bilbo	20.2	14.6	17.4	27.0	6.1
17	9	2016	Gasteiz	18.1	12.1	15.1	26.0	0.3
17	9	2016	Iruña	16.6	11.7	14.2	24.0	4.3
17	9	2016	Alforja	21.2	14.3	17.8	36.0	0.0
17	9	2016	Reus	25.4	16.7	21.1	0.0	0.0
17	9	2016	Tarragona	25.4	16.7	21.1	11.0	0.0
17	9	2016	Vigo	25.2	11.1	18.2	21.0	0.0
22	7	2016	Donostia	24.1	19.8	21.9	12.0	0.0
22	7	2016	Bilbo	25.4	17.6	21.5	23.0	5.0
22	7	2016	Gasteiz	24.5	13.5	19.0	29.0	0.0
22	7	2016	Iruña	30.0	16.6	23.3	0.0	0.0
22	7	2016	Alforja	30.0	16.6	23.3	19.0	23.8
22	7	2016	Reus	33.4	18.6	26.0	31.0	22.9
22	7	2016	Tarragona	29.7	18.9	24.3	17.0	15.6
22	7	2016	Vigo	25.5	16.6	21.1	32.0	0.2
5	5	2016	Donostia	25.8	11.9	18.8	15.0	0.0
5	5	2016	Bilbo	29.1	10.5	19.8	20.0	0.0
5	5	2016	Gasteiz	26.0	6.7	16.3	0.0	0.0
5	5	2016	Iruña	26.0	6.7	16.3	21.0	0.0
5	5	2016	Alforja	21.0	5.5	13.3	14.0	0.0
5	5	2016	Reus	21.9	9.8	15.8	19.0	0.0
5	5	2016	Tarragona	19.7	11.1	15.4	16.0	0.0
5	5	2016	Vigo	19.5	14.3	16.9	14.0	1.3
10	4	2016	Donostia	23.4	5.8	14.6	41.0	0.0
10	4	2016	Bilbo	21.8	5.5	13.6	36.0	1.5
10	4	2016	Gasteiz	18.0	0.8	9.4	44.0	1.3
10	4	2016	Iruña	19.1	3.3	11.2	56.0	2.2
10	4	2016	Alforja	17.3	6.3	11.8	14.0	0.0
10	4	2016	Reus	19.9	9.4	14.6	22.0	0.0
10	4	2016	Tarragona	17.0	11.4	14.2	14.0	0.0
10	4	2016	Vigo	10.8	4.2	7.5	40.0	27.7
18	4	2016	Donostia	15.9	10.0	12.9	22.0	0.1
18	4	2016	Bilbo	16.8	8.8	12.8	25.0	0.0
18	4	2016	Gasteiz	16.8	5.2	11.0	23.0	0.0
18	4	2016	Iruña	18.3	2.4	10.3	18.0	0.0
18	4	2016	Alforja	19.0	8.1	13.6	15.0	0.0
18	4	2016	Reus	21.1	10.5	15.8	18.0	0.0
18	4	2016	Tarragona	19.1	12.5	15.8	16.0	0.0
18	4	2016	Vigo	20.6	6.2	13.4	22.0	0.0
24	11	2016	Donostia	14.9	6.9	10.9	21.0	3.1
24	11	2016	Bilbo	13.2	6.4	9.8	27.0	8.6
24	11	2016	Gasteiz	10.2	0.4	5.3	27.0	2.4
24	11	2016	Iruña	10.3	1.2	5.8	23.0	1.0
24	11	2016	Alforja	11.8	4.8	8.3	21.0	0.0
24	11	2016	Reus	14.8	4.5	9.7	14.0	0.0
24	11	2016	Tarragona	16.1	7.4	11.8	8.0	0.0
24	11	2016	Vigo	7.6	3.9	5.8	28.0	22.2
1	3	2016	Donostia	15.0	8.4	11.7	16.0	0.0
1	3	2016	Bilbo	13.4	5.7	9.5	15.0	0.0
1	3	2016	Gasteiz	15.4	2.5	8.9	19.0	0.0
1	3	2016	Iruña	11.7	2.1	6.9	23.0	0.0
1	3	2016	Alforja	13.1	3.4	8.3	42.0	0.0
1	3	2016	Reus	17.8	6.9	12.3	54.0	0.0
1	3	2016	Tarragona	18.9	5.9	12.4	18.0	0.0
1	3	2016	Vigo	14.7	2.7	8.7	23.0	0.0
12	3	2016	Donostia	12.2	7.4	9.8	18.0	0.0
12	3	2016	Bilbo	10.8	6.0	8.4	16.0	0.0
12	3	2016	Gasteiz	7.6	3.9	5.8	24.0	0.0
12	3	2016	Iruña	9.0	3.0	6.0	44.0	0.0
12	3	2016	Alforja	13.7	2.7	8.2	31.0	0.0
12	3	2016	Reus	18.2	4.3	11.3	34.0	0.0
12	3	2016	Tarragona	18.3	5.2	11.7	10.0	0.0
12	3	2016	Vigo	17.3	3.2	10.2	21.0	0.0
18	2	2016	Donostia	9.2	5.7	7.4	28.0	17.7
18	2	2016	Bilbo	10.5	4.0	7.3	28.0	14.0
18	2	2016	Gasteiz	7.7	0.9	4.3	28.0	0.6
18	2	2016	Iruña	7.7	0.1	3.9	28.0	0.2
18	2	2016	Alforja	7.8	2.3	5.1	24.0	0.0
18	2	2016	Reus	13.5	0.7	7.1	13.0	0.0
18	2	2016	Tarragona	13.3	4.1	8.7	9.0	0.0
18	2	2016	Vigo	11.5	1.6	6.6	30.0	0.1
17	5	2016	Donostia	18.9	12.9	15.9	17.0	0.0
17	5	2016	Bilbo	20.1	9.6	14.9	16.0	0.0
17	5	2016	Gasteiz	21.3	9.1	15.2	0.0	0.0
17	5	2016	Iruña	21.3	9.1	15.2	19.0	0.0
17	5	2016	Alforja	20.4	8.4	14.4	18.0	0.0
17	5	2016	Reus	22.5	9.5	16.0	18.0	0.0
17	5	2016	Tarragona	19.8	11.3	15.5	14.0	0.0
17	5	2016	Vigo	21.8	10.9	16.3	26.0	0.0
8	2	2016	Donostia	20.3	7.5	13.9	30.0	0.0
8	2	2016	Bilbo	19.3	12.5	15.9	36.0	0.0
8	2	2016	Gasteiz	15.0	7.6	11.3	49.0	0.0
8	2	2016	Iruña	16.1	4.2	10.2	31.0	0.0
8	2	2016	Alforja	17.1	7.0	12.1	34.0	0.0
8	2	2016	Reus	20.9	9.3	15.1	38.0	0.0
8	2	2016	Tarragona	20.8	9.4	15.1	13.0	0.0
8	2	2016	Vigo	12.8	9.8	11.3	31.0	11.5
16	6	2016	Donostia	18.7	11.7	15.2	34.0	4.2
16	6	2016	Bilbo	19.8	11.4	15.6	42.0	0.9
16	6	2016	Gasteiz	20.1	8.1	14.1	24.0	3.7
16	6	2016	Iruña	18.5	8.5	13.5	32.0	2.1
16	6	2016	Alforja	22.7	13.5	18.1	33.0	0.0
16	6	2016	Reus	26.9	15.6	21.3	32.0	0.0
16	6	2016	Tarragona	27.8	14.5	21.1	17.0	0.0
16	6	2016	Vigo	16.9	11.6	14.3	25.0	7.3
12	12	2016	Donostia	15.0	6.7	10.8	13.0	0.0
12	12	2016	Bilbo	18.5	5.7	12.1	12.0	0.0
12	12	2016	Gasteiz	16.8	-0.1	8.3	15.0	0.0
12	12	2016	Iruña	15.7	3.4	9.5	29.0	0.0
12	12	2016	Alforja	11.6	2.4	7.0	27.0	0.0
12	12	2016	Reus	17.9	0.8	9.3	12.0	0.0
